Name,Condition,Price,Location,Car_code,Year,Condition,Km,Origin,Style,Manufacture,Color,Seat,Window
Hyundai Creta Cao cấp 1.5 AT - 2023, Xe mới,665 Triệu,TP HCM,Mã: 5494680,2023.0,Xe mới,,Lắp ráp trong nước,Crossover,Xăng,Xanh,5 chỗ,5 cửa
Ford Transit Tiêu chuẩn - 2024, Xe mới,772 Triệu,TP HCM,Mã: 5310452,2024.0,Xe mới,,Lắp ráp trong nước,Van/Minivan,Dầu,Đen,16 chỗ,4 cửa
Hyundai Venue 1.0 T-GDi - 2024, Xe mới,531 Triệu,TP HCM,Mã: 5490984,2024.0,Xe mới,,Lắp ráp trong nước,SUV,Xăng,Trắng,5 chỗ,5 cửa
Isuzu QKR QMR77HE4A - 2023, Xe mới,515 Triệu,TP HCM,Mã: 5505954,2023.0,Xe mới,,Lắp ráp trong nước,Truck,Dầu,Trắng,3 chỗ,0 cửa
Mercedes Benz GLC 200 4Matic - 2023, Xe mới,2 Tỷ 161 Triệu,Hà Nội,Mã: 5301865,2023.0,Xe mới,,Lắp ráp trong nước,SUV,Xăng,Đen,5 chỗ,5 cửa
Lexus LX 600 Vip - 2023, Xe mới,9 Tỷ 610 Triệu,Hà Nội,Mã: 5404074,2023.0,Xe mới,,Nhập khẩu,SUV,Xăng,Bạc,4 chỗ,5 cửa
Volkswagen Touareg Luxury 2.0 TSI - 2022, Xe mới,3 Tỷ 99 Triệu,TP HCM,Mã: 5242053,2022.0,Xe mới,,Nhập khẩu,SUV,Xăng,Kem,5 chỗ,5 cửa
Ford Ranger Raptor 2.0L 4x4 AT - 2024, Xe mới,1 Tỷ 188 Triệu,TP HCM,Mã: 5287496,2024.0,Xe mới,,Nhập khẩu,Bán tải / Pickup,Dầu,Đỏ,5 chỗ,4 cửa
Mitsubishi Xpander Cross 1.5 AT - 2023, Xe mới,698 Triệu,TP HCM,Mã: 3502663,2023.0,Xe mới,,Nhập khẩu,SUV,Xăng,Trắng,7 chỗ,5 cửa
MG ZS Comfort 1.5 AT 2WD - 2024, Xe mới,513 Triệu,Hà Nội,Mã: 5491654,2024.0,Xe mới,,Nhập khẩu,Crossover,Xăng,Đen,5 chỗ,5 cửa
Hyundai SantaFe Tiêu chuẩn 2.2L - 2023, Xe mới,1 Tỷ 60 Triệu,TP HCM,Mã: 5480348,2023.0,Xe mới,,Lắp ráp trong nước,SUV,Dầu,Đỏ,7 chỗ,5 cửa
Volkswagen Teramont X Platinum 2.0 AT - 2024, Xe mới,2 Tỷ 168 Triệu,Hà Nội,Mã: 5460368,2024.0,Xe mới,,Nhập khẩu,SUV,Xăng,Trắng,5 chỗ,5 cửa
Volkswagen Teramont X Platinum 2.0 AT - 2024, Xe mới,2 Tỷ 168 Triệu,Hà Nội,Mã: 5460360,2024.0,Xe mới,,Nhập khẩu,SUV,Xăng,Đỏ,5 chỗ,5 cửa
Isuzu QKR 210 - 2024, Xe mới,765 Triệu,TP HCM,Mã: 5505828,2024.0,Xe mới,,Nhập khẩu,Truck,Dầu,Trắng,3 chỗ,2 cửa
BMW 5 Series 520i M Sport - 2023, Xe mới,2 Tỷ 169 Triệu,TP HCM,Mã: 5165617,2023.0,Xe mới,,Lắp ráp trong nước,Sedan,Xăng,Xanh,5 chỗ,4 cửa
BMW X5 xDrive40i M Sport - 2023, Xe mới,3 Tỷ 877 Triệu,TP HCM,Mã: 5301336,2023.0,Xe mới,,Lắp ráp trong nước,SUV,Xăng,Trắng,5 chỗ,5 cửa
VinFast VF8 Plus - 2024, Xe mới,1 Tỷ 192 Triệu,Hà Nội,Mã: 5502647,2024.0,Xe mới,,Lắp ráp trong nước,SUV,Điện,Đen,5 chỗ,5 cửa
Ford Ranger XLS 2.0L 4x2 AT - 2024, Xe mới,647 Triệu,Hà Nội,Mã: 5476102,2024.0,Xe mới,,Lắp ráp trong nước,Bán tải / Pickup,Dầu,Trắng,5 chỗ,4 cửa
Toyota Corolla altis 1.8HEV - 2023, Xe mới,830 Triệu,TP HCM,Mã: 4669053,2023.0,Xe mới,,Nhập khẩu,Sedan,Hybrid,Trắng,5 chỗ,4 cửa
Ford Territory Titanium 1.5 AT - 2024, Xe mới,824 Triệu,Hà Nội,Mã: 5476780,2024.0,Xe mới,,Lắp ráp trong nước,SUV,Xăng,Đỏ,5 chỗ,5 cửa
Ford Everest Sport 2.0L 4x2 AT - 2024, Xe mới,1 Tỷ 88 Triệu,Hà Nội,Mã: 5401563,2024.0,Xe mới,,Nhập khẩu,SUV,Dầu,Nâu,7 chỗ,5 cửa
Toyota Camry 2.5Q - 2024, Xe mới,1 Tỷ 370 Triệu,Hà Nội,Mã: 5504973,2024.0,Xe mới,,Nhập khẩu,Sedan,Xăng,Đen,5 chỗ,4 cửa
BMW 3 Series 330i M Sport - 2023, Xe mới,1 Tỷ 809 Triệu,TP HCM,Mã: 5504883,2023.0,Xe mới,,Lắp ráp trong nước,Sedan,Xăng,Xanh,5 chỗ,4 cửa
Mitsubishi Xpander 1.5 MT - 2024, Xe mới,524 Triệu,Hà Nội,Mã: 5192683,2024.0,Xe mới,,Lắp ráp trong nước,SUV,Xăng,Đen,7 chỗ,5 cửa
Hyundai SantaFe Cao cấp 2.5L HTRAC - 2024, Xe mới,1 Tỷ 187 Triệu,TP HCM,Mã: 2545274,2024.0,Xe mới,,Lắp ráp trong nước,SUV,Xăng,Đen,7 chỗ,5 cửa
Hyundai Palisade Exclusive 2.2 AT - 2023, Xe mới,1 Tỷ 379 Triệu,TP HCM,Mã: 5404573,2023.0,Xe mới,,Lắp ráp trong nước,SUV,Dầu,Trắng,6 chỗ,5 cửa
Mitsubishi Xforce GLX - 2024, Xe mới,599 Triệu,Hà Nội,Mã: 5460986,2024.0,Xe mới,,Nhập khẩu,SUV,Xăng,Trắng,5 chỗ,5 cửa
Mazda 3 1.5L Deluxe - 2023, Xe mới,579 Triệu,Hà Nội,Mã: 5504681,2023.0,Xe mới,,Lắp ráp trong nước,Sedan,Xăng,Trắng,5 chỗ,4 cửa
Hyundai Creta Đặc biệt 1.5 AT - 2024, Xe mới,629 Triệu,Hà Nội,Mã: 5469668,2024.0,Xe mới,,Lắp ráp trong nước,Crossover,Xăng,Trắng,5 chỗ,5 cửa
Toyota Veloz Cross 1.5 CVT - 2023, Xe mới,638 Triệu,TP HCM,Mã: 4519135,2023.0,Xe mới,,Nhập khẩu,SUV,Xăng,Bạc,7 chỗ,5 cửa
Toyota Camry 2.5Q - 2024, Xe mới,1 Tỷ 375 Triệu,TP HCM,Mã: 4621342,2024.0,Xe mới,,Nhập khẩu,Sedan,Xăng,Đen,5 chỗ,4 cửa
Mitsubishi Xpander 1.5 MT - 2024, Xe mới,524 Triệu,Hà Nội,Mã: 5192661,2024.0,Xe mới,,Lắp ráp trong nước,SUV,Xăng,Trắng,7 chỗ,5 cửa
VinFast VF5 Plus - 2024, Xe mới,479 Triệu,Hà Nội,Mã: 5484524,2024.0,Xe mới,,Lắp ráp trong nước,SUV,Điện,Xanh,5 chỗ,5 cửa
Ford Ranger Wildtrak 2.0L 4x4 AT - 2024, Xe mới,904 Triệu,Hà Nội,Mã: 5399328,2024.0,Xe mới,,Lắp ráp trong nước,Bán tải / Pickup,Dầu,Đỏ,5 chỗ,4 cửa
Ford Everest Titanium 2.0L 4x2 AT - 2024, Xe mới,1 Tỷ 200 Triệu,Hà Nội,Mã: 5476720,2024.0,Xe mới,,Nhập khẩu,SUV,Dầu,Trắng,7 chỗ,5 cửa
Toyota Corolla altis 1.8G - 2023, Xe mới,719 Triệu,TP HCM,Mã: 4275607,2023.0,Xe mới,,Nhập khẩu,Sedan,Xăng,Trắng,5 chỗ,4 cửa
Mitsubishi Xpander Premium 1.5 AT - 2024, Xe mới,611 Triệu,Hà Nội,Mã: 5504450,2024.0,Xe mới,,Nhập khẩu,SUV,Xăng,Đen,7 chỗ,5 cửa
Mitsubishi Xpander Premium 1.5 AT - 2024, Xe mới,611 Triệu,Hà Nội,Mã: 5504449,2024.0,Xe mới,,Nhập khẩu,SUV,Xăng,Trắng,7 chỗ,5 cửa
BMW 4 Series 430i Gran Coupe M Sport - 2022, Xe mới,2 Tỷ 629 Triệu,TP HCM,Mã: 5481985,2022.0,Xe mới,,Nhập khẩu,Coupe,Xăng,Xanh,4 chỗ,4 cửa
Toyota Camry 2.5HV - 2023, Xe mới,1 Tỷ 465 Triệu,TP HCM,Mã: 5091438,2023.0,Xe mới,,Nhập khẩu,Sedan,Hybrid,Trắng,5 chỗ,4 cửa
Lexus GX 550 - 2024, Xe mới,5 Tỷ 970 Triệu,Hà Nội,Mã: 5502276,2024.0,Xe mới,,Nhập khẩu,SUV,Xăng,Xám,6 chỗ,0 cửa
Volkswagen Teramont X Platinum 2.0 AT - 2024, Xe mới,2 Tỷ 168 Triệu,Hà Nội,Mã: 5460380,2024.0,Xe mới,,Nhập khẩu,SUV,Xăng,Xám,5 chỗ,5 cửa
Ford Ranger Raptor 2.0L 4x4 AT - 2024, Xe mới,1 Tỷ 200 Triệu,Hà Nội,Mã: 5482110,2024.0,Xe mới,,Nhập khẩu,Bán tải / Pickup,Dầu,Đen,5 chỗ,4 cửa
Hyundai SantaFe Cao cấp 2.2L HTRAC - 2024, Xe mới,1 Tỷ 245 Triệu,Hà Nội,Mã: 5470773,2024.0,Xe mới,,Lắp ráp trong nước,SUV,Dầu,Trắng,7 chỗ,5 cửa
Mercedes Benz Maybach S450 4Matic - 2024, Xe mới,8 Tỷ 199 Triệu,TP HCM,Mã: 5496500,2024.0,Xe mới,,Nhập khẩu,Sedan,Xăng,Đen,5 chỗ,4 cửa
Toyota Wigo G 1.2 AT - 2024, Xe mới,380 Triệu,Hà Nội,Mã: 5459475,2024.0,Xe mới,,Nhập khẩu,Hatchback,Xăng,Đỏ,5 chỗ,5 cửa
Ford Transit Tiêu chuẩn - 2024, Xe mới,849 Triệu,TP HCM,Mã: 5469851,2024.0,Xe mới,,Lắp ráp trong nước,Van/Minivan,Dầu,Đen,16 chỗ,4 cửa
Hyundai Accent 1.4 AT Đặc Biệt - 2023, Xe mới,497 Triệu,TP HCM,Mã: 5490925,2023.0,Xe mới,,Lắp ráp trong nước,Sedan,Xăng,Đỏ,5 chỗ,4 cửa
VinFast VF8 Eco - 2024, Xe mới,1 Tỷ 90 Triệu,Hà Nội,Mã: 5502735,2024.0,Xe mới,,Lắp ráp trong nước,SUV,Điện,Xanh,5 chỗ,5 cửa
Toyota Alphard Luxury Executive Lounge - 2023, Xe mới,4 Tỷ 280 Triệu,TP HCM,Mã: 5026405,2023.0,Xe mới,,Nhập khẩu,Van/Minivan,Xăng,Trắng,7 chỗ,5 cửa
Ford Everest Titanium 2.0L 4x2 AT - 2024, Xe mới,1 Tỷ 299 Triệu,TP HCM,Mã: 5432403,2024.0,Xe mới,,Nhập khẩu,SUV,Dầu,Đen,7 chỗ,5 cửa
Hyundai Creta Cao cấp 1.5 AT - 2024, Xe mới,683 Triệu,Hà Nội,Mã: 5502811,2024.0,Xe mới,,Lắp ráp trong nước,Crossover,Xăng,Đỏ,5 chỗ,5 cửa
Hyundai Accent 1.4 AT - 2024, Xe mới,466 Triệu,Hà Nội,Mã: 5502785,2024.0,Xe mới,,Lắp ráp trong nước,Sedan,Xăng,Đỏ,5 chỗ,4 cửa
Mitsubishi Xpander Cross 1.5 AT - 2024, Xe mới,619 Triệu,Hà Nội,Mã: 5193009,2024.0,Xe mới,,Nhập khẩu,SUV,Xăng,Cam,7 chỗ,5 cửa
Toyota Raize G 1.0 CVT - 2023, Xe mới,498 Triệu,TP HCM,Mã: 4519066,2023.0,Xe mới,,Nhập khẩu,SUV,Xăng,Trắng,5 chỗ,5 cửa
RAM 1500 Rebel 5.7L 4x4 AT - 2024, Xe mới,5 Tỷ 288 Triệu,TP HCM,Mã: 5503288,2024.0,Xe mới,,Nhập khẩu,Bán tải / Pickup,Xăng,Đen,5 chỗ,4 cửa
Toyota Corolla Cross 1.8HV - 2024, Xe mới,935 Triệu,TP HCM,Mã: 4719684,2024.0,Xe mới,,Nhập khẩu,SUV,Hybrid,Đỏ,5 chỗ,5 cửa
Jeep Wrangler Rubicon 2.0 4x4 AT - 2024, Xe mới,4 Tỷ 88 Triệu,TP HCM,Mã: 5503130,2024.0,Xe mới,,Nhập khẩu,SUV,Xăng,Đen,5 chỗ,5 cửa
Toyota Wigo G 1.2 AT - 2023, Xe mới,390 Triệu,TP HCM,Mã: 5091491,2023.0,Xe mới,,Nhập khẩu,Hatchback,Xăng,Trắng,5 chỗ,5 cửa
Toyota Veloz Cross 1.5 CVT - 2024, Xe mới,586 Triệu,Hà Nội,Mã: 4972183,2024.0,Xe mới,,Lắp ráp trong nước,SUV,Xăng,Đen,7 chỗ,5 cửa
Jeep Wrangler Rubicon 2.0 4x4 AT - 2024, Xe mới,4 Tỷ 88 Triệu,TP HCM,Mã: 5502392,2024.0,Xe mới,,Nhập khẩu,SUV,Xăng,Bạc,5 chỗ,5 cửa
Jeep Wrangler Rubicon 2.0 4x4 AT - 2024, Xe mới,4 Tỷ 88 Triệu,TP HCM,Mã: 5502520,2024.0,Xe mới,,Nhập khẩu,SUV,Xăng,Xám,5 chỗ,5 cửa
Jeep Wrangler Sahara Overland 2.0 4x4 AT - 2024, Xe mới,3 Tỷ 886 Triệu,TP HCM,Mã: 5502531,2024.0,Xe mới,,Nhập khẩu,SUV,Xăng,Xanh,5 chỗ,5 cửa
Hyundai SantaFe Cao cấp 2.5L HTRAC - 2024, Xe mới,1 Tỷ 187 Triệu,TP HCM,Mã: 2545840,2024.0,Xe mới,,Lắp ráp trong nước,SUV,Xăng,Trắng,7 chỗ,5 cửa
Ford Everest Ambiente 2.0L 4x2 AT - 2024, Xe mới,1 Tỷ 99 Triệu,TP HCM,Mã: 5502824,2024.0,Xe mới,,Nhập khẩu,SUV,Dầu,Đen,7 chỗ,5 cửa
Mazda CX5 Premium Exclusive 2.0 AT - 2023, Xe mới,879 Triệu,TP HCM,Mã: 5502758,2023.0,Xe mới,,Lắp ráp trong nước,SUV,Xăng,Vàng,5 chỗ,5 cửa
Toyota Fortuner 2.4L 4x2 AT - 2024, Xe mới,1 Tỷ 55 Triệu,Hà Nội,Mã: 5502739,2024.0,Xe mới,,Lắp ráp trong nước,SUV,Dầu,Đen,7 chỗ,5 cửa
Hyundai Tucson 2.0 AT CRDi Đặc biệt - 2024, Xe mới,959 Triệu,Hà Nội,Mã: 5502804,2024.0,Xe mới,,Lắp ráp trong nước,Crossover,Dầu,Đen,5 chỗ,5 cửa
VinFast VF5 Plus - 2024, Xe mới,468 Triệu,Hà Nội,Mã: 5502751,2024.0,Xe mới,,Lắp ráp trong nước,SUV,Điện,Đỏ,5 chỗ,5 cửa
Volkswagen Teramont - 2022, Xe mới,2 Tỷ 99 Triệu,TP HCM,Mã: 5502312,2022.0,Xe mới,,Nhập khẩu,SUV,Xăng,Đen,7 chỗ,0 cửa
Suzuki Ciaz 1.4 AT - 2023, Xe mới,534 Triệu,TP HCM,Mã: 5502514,2023.0,Xe mới,,Nhập khẩu,Sedan,Xăng,Trắng,5 chỗ,4 cửa
Toyota Veloz Cross 1.5 CVT - 2024, Xe mới,638 Triệu,TP HCM,Mã: 5480003,2024.0,Xe mới,,Lắp ráp trong nước,SUV,Xăng,Đen,7 chỗ,5 cửa
RAM 1500 TRX 6.2L 4x4 AT - 2024, Xe mới,8 Tỷ 100 Triệu,TP HCM,Mã: 5502632,2024.0,Xe mới,,Nhập khẩu,Bán tải / Pickup,Xăng,Đỏ,5 chỗ,4 cửa
Subaru Forester 2.0i-L EyeSight - 2023, Xe mới,879 Triệu,Hà Nội,Mã: 5502149,2023.0,Xe mới,,Nhập khẩu,SUV,Xăng,Ghi,5 chỗ,5 cửa
Subaru Forester 2.0i-L - 2023, Xe mới,839 Triệu,Hà Nội,Mã: 5502182,2023.0,Xe mới,,Nhập khẩu,SUV,Xăng,Ghi,5 chỗ,5 cửa
Subaru Forester 2.0i-L - 2023, Xe mới,839 Triệu,Hà Nội,Mã: 5502175,2023.0,Xe mới,,Nhập khẩu,SUV,Xăng,Xanh,5 chỗ,5 cửa
Jeep Wrangler Rubicon 2.0 4x4 AT - 2024, Xe mới,4 Tỷ 88 Triệu,TP HCM,Mã: 5502382,2024.0,Xe mới,,Nhập khẩu,SUV,Xăng,Đen,5 chỗ,5 cửa
Subaru Forester 2.0i-S EyeSight - 2023, Xe mới,959 Triệu,Hà Nội,Mã: 5501978,2023.0,Xe mới,,Nhập khẩu,SUV,Xăng,Bạc,5 chỗ,5 cửa
Subaru Forester 2.0i-L EyeSight - 2023, Xe mới,879 Triệu,Hà Nội,Mã: 5502113,2023.0,Xe mới,,Nhập khẩu,SUV,Xăng,Trắng,5 chỗ,5 cửa
Subaru Forester 2.0i-S EyeSight - 2023, Xe mới,939 Triệu,Hà Nội,Mã: 5501962,2023.0,Xe mới,,Nhập khẩu,SUV,Xăng,Xanh,5 chỗ,5 cửa
Ford Territory Titanium X 1.5 AT - 2024, Xe mới,954 Triệu,TP HCM,Mã: 5475527,2024.0,Xe mới,,Lắp ráp trong nước,SUV,Xăng,Đen,5 chỗ,5 cửa
Toyota Vios E 1.5 MT - 2023, Xe mới,458 Triệu,TP HCM,Mã: 5091334,2023.0,Xe mới,,Lắp ráp trong nước,Sedan,Xăng,Trắng,5 chỗ,4 cửa
Kia K3 Premium 2.0 AT - 2024, Xe mới,639 Triệu,TP HCM,Mã: 5038533,2024.0,Xe mới,,Lắp ráp trong nước,Sedan,Xăng,Đen,5 chỗ,4 cửa
Volkswagen Teramont 2.0 AT - 2022, Xe mới,2 Tỷ 99 Triệu,TP HCM,Mã: 5074514,2022.0,Xe mới,,Nhập khẩu,SUV,Xăng,Trắng,7 chỗ,5 cửa
Volkswagen Tiguan Allspace - 2022, Xe mới,1 Tỷ 699 Triệu,TP HCM,Mã: 5081780,2022.0,Xe mới,,Nhập khẩu,SUV,Xăng,Xanh,7 chỗ,5 cửa
Toyota Corolla Cross 1.8V - 2024, Xe mới,820 Triệu,Hà Nội,Mã: 4899624,2024.0,Xe mới,,Nhập khẩu,SUV,Xăng,Đỏ,5 chỗ,5 cửa
Toyota Wigo G 1.2 AT - 2023, Xe mới,405 Triệu,TP HCM,Mã: 5436419,2023.0,Xe mới,,Nhập khẩu,Hatchback,Xăng,Cam,5 chỗ,5 cửa
Mitsubishi Xpander Premium - 2024, Xe mới,615 Triệu,Hà Nội,Mã: 4816306,2024.0,Xe mới,,Nhập khẩu,SUV,Xăng,Trắng,7 chỗ,5 cửa
Mitsubishi Pajero Sport 2.4D 4x2 AT - 2024, Xe mới,1 Tỷ 29 Triệu,Hà Nội,Mã: 5416277,2024.0,Xe mới,,Nhập khẩu,SUV,Dầu,Trắng,7 chỗ,5 cửa
Toyota Corolla altis 1.8V - 2024, Xe mới,755 Triệu,Hà Nội,Mã: 5481113,2024.0,Xe mới,,Nhập khẩu,Sedan,Xăng,Đen,5 chỗ,4 cửa
Lexus ES 250 - 2024, Xe mới,2 Tỷ 620 Triệu,Hà Nội,Mã: 5339045,2024.0,Xe mới,,Nhập khẩu,Sedan,Xăng,Đen,5 chỗ,4 cửa
Volkswagen Viloran Luxury - 2023, Xe mới,2 Tỷ 188 Triệu,TP HCM,Mã: 5378772,2023.0,Xe mới,,Nhập khẩu,Van/Minivan,Xăng,Trắng,7 chỗ,5 cửa
Lexus LX 600 Vip - 2023, Xe mới,9 Tỷ 610 Triệu,Hà Nội,Mã: 5403958,2023.0,Xe mới,,Nhập khẩu,SUV,Xăng,Bạc,4 chỗ,5 cửa
Mazda CX 30 Luxury 2.0 AT - 2024, Xe mới,679 Triệu,TP HCM,Mã: 5500751,2024.0,Xe mới,,Nhập khẩu,Crossover,Xăng,Trắng,5 chỗ,5 cửa
Mazda CX8 Premium - 2023, Xe mới,1 Tỷ 24 Triệu,TP HCM,Mã: 4867285,2023.0,Xe mới,,Lắp ráp trong nước,SUV,Xăng,Vàng,7 chỗ,5 cửa
Hyundai Custin Đặc Biệt 1.5T - 2023, Xe mới,888 Triệu,Hà Nội,Mã: 5490842,2023.0,Xe mới,,Lắp ráp trong nước,Van/Minivan,Xăng,Trắng,7 chỗ,5 cửa
Mazda 3 1.5L Luxury - 2024, Xe mới,619 Triệu,TP HCM,Mã: 4867230,2024.0,Xe mới,,Lắp ráp trong nước,Sedan,Xăng,Xanh,5 chỗ,4 cửa
Mazda CX5 Premium Sport 2.0 AT - 2024, Xe mới,859 Triệu,TP HCM,Mã: 4885532,2024.0,Xe mới,,Lắp ráp trong nước,SUV,Xăng,Trắng,5 chỗ,5 cửa
Ford Transit Tiêu chuẩn - 2023, Xe mới,790 Triệu,TP HCM,Mã: 5500691,2023.0,Xe mới,,Lắp ráp trong nước,Van/Minivan,Dầu,Trắng,16 chỗ,4 cửa
BMW X5 xDrive40i M Sport - 2023, Xe mới,3 Tỷ 129 Triệu,TP HCM,Mã: 5190537,2023.0,Xe mới,,Lắp ráp trong nước,SUV,Xăng,Đen,5 chỗ,5 cửa
Volkswagen Tiguan Allspace - 2021, Xe mới,1 Tỷ 499 Triệu,TP HCM,Mã: 5203687,2021.0,Xe mới,,Nhập khẩu,SUV,Xăng,Đen,7 chỗ,5 cửa
Mitsubishi Xpander 1.5 MT - 2023, Xe mới,522 Triệu,Hà Nội,Mã: 5500549,2023.0,Xe mới,,Lắp ráp trong nước,SUV,Xăng,Trắng,7 chỗ,5 cửa
Mitsubishi Xpander Cross 1.5 AT - 2024, Xe mới,626 Triệu,Hà Nội,Mã: 5500552,2024.0,Xe mới,,Nhập khẩu,SUV,Xăng,Đen,7 chỗ,5 cửa
Mitsubishi Xpander Cross 1.5 AT - 2024, Xe mới,626 Triệu,Hà Nội,Mã: 5500553,2024.0,Xe mới,,Nhập khẩu,SUV,Xăng,Trắng,7 chỗ,5 cửa
Toyota Corolla Cross 1.8HV - 2024, Xe mới,920 Triệu,Hà Nội,Mã: 5467667,2024.0,Xe mới,,Nhập khẩu,SUV,Hybrid,Trắng,5 chỗ,5 cửa
Lexus LX 600 Vip - 2024, Xe mới,9 Tỷ 610 Triệu,Hà Nội,Mã: 5494575,2024.0,Xe mới,,Nhập khẩu,SUV,Xăng,Trắng,4 chỗ,5 cửa
Toyota Camry 2.5Q - 2024, Xe mới,1 Tỷ 355 Triệu,Hà Nội,Mã: 5400114,2024.0,Xe mới,,Nhập khẩu,Sedan,Xăng,Đen,5 chỗ,4 cửa
Mitsubishi Pajero Sport 2.4D 4x2 AT - 2023, Xe mới,1 Tỷ 25 Triệu,Hà Nội,Mã: 5500546,,,,,,,,,
Mitsubishi Pajero Sport 2.4D 4x4 AT - 2023, Xe mới,1 Tỷ 233 Triệu,Hà Nội,Mã: 5500544,,,,,,,,,
Mitsubishi Outlander Premium 2.0 CVT - 2023, Xe mới,858 Triệu,Hà Nội,Mã: 5500548,,,,,,,,,
Mitsubishi Pajero Sport 2.4D 4x4 AT - 2023, Xe mới,1 Tỷ 233 Triệu,Hà Nội,Mã: 5500543,,,,,,,,,
Mitsubishi Outlander Premium 2.0 CVT - 2023, Xe mới,858 Triệu,Hà Nội,Mã: 5500547,,,,,,,,,
Toyota Prado VX 2.7L - 2024, Xe mới,2 Tỷ 628 Triệu,Hà Nội,Mã: 5500632,,,,,,,,,
Ford Ranger Raptor 2.0L 4x4 AT - 2023, Xe mới,1 Tỷ 299 Triệu,TP HCM,Mã: 5390410,,,,,,,,,
Ford Transit Tiêu chuẩn - 2023, Xe mới,849 Triệu,TP HCM,Mã: 5389371,,,,,,,,,
Mazda CX5 Premium 2.0 AT - 2023, Xe mới,809 Triệu,TP HCM,Mã: 5500776,,,,,,,,,
VinFast VF7 Eco - 2024, Xe mới,861 Triệu,Hà Nội,Mã: 5493550,,,,,,,,,
Hyundai Palisade Prestige 2.2 AT HTRAC - 2024, Xe mới,1 Tỷ 559 Triệu,Hà Nội,Mã: 5473070,,,,,,,,,
Ford Ranger XLS 2.0L 4x4 AT - 2024, Xe mới,716 Triệu,Hà Nội,Mã: 5147759,,,,,,,,,
VinFast VF7 Plus - 2024, Xe mới,1 Tỷ 11 Triệu,Hà Nội,Mã: 5493534,,,,,,,,,
Hyundai Creta Đặc biệt 1.5 AT - 2024, Xe mới,640 Triệu,TP HCM,Mã: 2450348,,,,,,,,,
Subaru Forester 2.0i-L EyeSight - 2023, Xe mới,879 Triệu,Hà Nội,Mã: 5502143,,,,,,,,,
Kia Sonet Luxury 1.5 AT - 2024, Xe mới,549 Triệu,Hà Nội,Mã: 5502304,,,,,,,,,
Jeep Wrangler Sahara Overland 2.0 4x4 AT - 2023, Xe mới,3 Tỷ 886 Triệu,TP HCM,Mã: 5503262,,,,,,,,,
Jeep Wrangler Sahara Overland 2.0 4x4 AT - 2023, Xe mới,3 Tỷ 886 Triệu,TP HCM,Mã: 5503268,,,,,,,,,
Kia Sonet Premium 1.5 AT - 2024, Xe mới,574 Triệu,Hà Nội,Mã: 5503009,,,,,,,,,
Hyundai Accent 1.4 AT Đặc Biệt - 2024, Xe mới,513 Triệu,TP HCM,Mã: 5226346,,,,,,,,,
Ford Territory Titanium 1.5 AT - 2024, Xe mới,835 Triệu,Hà Nội,Mã: 5486619,,,,,,,,,
Toyota Innova Cross 2.0 CVT - 2023, Xe mới,810 Triệu,TP HCM,Mã: 5300372,,,,,,,,,
Hyundai SantaFe Cao cấp 2.2L HTRAC - 2024, Xe mới,1 Tỷ 245 Triệu,TP HCM,Mã: 2520901,,,,,,,,,
Ford Transit Tiêu chuẩn - 2024, Xe mới,759 Triệu,Hà Nội,Mã: 5401545,,,,,,,,,
Toyota Fortuner 2.4L 4x2 MT - 2023, Xe mới,996 Triệu,TP HCM,Mã: 5091382,,,,,,,,,
Toyota Camry 2.0G - 2024, Xe mới,1 Tỷ 105 Triệu,TP HCM,Mã: 5463451,,,,,,,,,
Rolls Royce Phantom 8 EWB 6.7 V12 - 2023, Xe mới,62 Tỷ 690 Triệu,Hà Nội,Mã: 5414358,,,,,,,,,
Toyota Fortuner 2.7L 4x2 AT - 2023, Xe mới,1 Tỷ 165 Triệu,TP HCM,Mã: 4724759,,,,,,,,,
Mazda CX5 Premium 2.0 AT - 2024, Xe mới,839 Triệu,TP HCM,Mã: 5087699,2024.0,Xe mới,,Lắp ráp trong nước,SUV,Xăng,Trắng,5 chỗ,5 cửa
Toyota Innova Cross 2.0 CVT - 2023, Xe mới,810 Triệu,TP HCM,Mã: 5421148,2023.0,Xe mới,,Nhập khẩu,Crossover,Xăng,Bạc,8 chỗ,5 cửa
Toyota Camry 2.0 G - 2024, Xe mới,1 Tỷ 105 Triệu,Hà Nội,Mã: 5487932,2024.0,Xe mới,,Nhập khẩu,Sedan,Xăng,Đen,5 chỗ,0 cửa
Toyota Avanza Premio 1.5 AT - 2024, Xe mới,598 Triệu,Hà Nội,Mã: 5487989,2024.0,Xe mới,,Lắp ráp trong nước,SUV,Xăng,Trắng,7 chỗ,0 cửa
Toyota Raize 1.0 CVT - 2024, Xe mới,498 Triệu,Hà Nội,Mã: 5487963,2024.0,Xe mới,,Nhập khẩu,SUV,Xăng,Trắng,5 chỗ,0 cửa
Rolls Royce Phantom EWB 6.7 V12 - 2022, Xe mới,63 Tỷ 500 Triệu,Hà Nội,Mã: 5051828,2022.0,Xe mới,,Nhập khẩu,Sedan,Xăng,Đen,4 chỗ,4 cửa
Honda Accord 1.5 AT - 2022, Xe mới,1 Tỷ 319 Triệu,TP HCM,Mã: 5182422,2022.0,Xe mới,,Nhập khẩu,Sedan,Xăng,Trắng,5 chỗ,4 cửa
